Area_Type,Area,Area_Name,SOC,Occupational_Title,Employment,Mean_Wage,Median_Wage,Entry_Wage,Experienced_Wage
10,7,New York City Region,49-9063,Musical Instrument Repairers and Tuners,,67300,53080,42700,79600
10,8,North Country Region,53-3021," Bus Drivers, Transit and Intercity",30,37260,37310,31740,40020
1,36,New York State,11-3011,Administrative Services Managers,17960,135150,123540,79480,162980
1,36,New York State,17-2071,Electrical Engineers,11170,103320,99690,69290,120330
1,36,New York State,29-2099," Health Technologists and Technicians, All Other",4780,52180,46840,34020,61260
10,10,Western New York Region,25-2032,"Career/Technical Education Teachers, Secondary School",650,66530,63810,48660,75470
10,8,North Country Region,25-1071," Health Specialties Teachers, Postsecondary",70,78250,67660,45070,94840
10,2,Central New York Region,51-3022," Meat, Poultry, and Fish Cutters and Trimmers",130,38070,38390,27460,43370
10,10,Western New York Region,39-5012," Hairdressers, Hairstylists, and Cosmetologists",1700,26960,23640,21632,29890
10,10,Western New York Region,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",340,32360,29940,22910,37090
10,7,New York City Region,51-9083,Ophthalmic Laboratory Technicians,710,43940,41590,30210,50800
10,5,Long Island Region,25-1071," Health Specialties Teachers, Postsecondary",2410,120390,84380,56600,152300
10,7,New York City Region,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",580,80590,91270,49270,96250
10,9,Southern Tier Region,13-2081," Tax Examiners and Collectors, and Revenue Agents",80,56890,48580,40120,65280
10,4,Hudson Valley Region,17-2051,Civil Engineers,1470,103460,96340,62730,123820
10,3,Finger Lakes Region,31-2021,Physical Therapist Assistants,300,48540,48250,38950,53330
10,3,Finger Lakes Region,11-1011,Chief Executives,810,175140,141460,98960,213230
10,10,Western New York Region,29-1031,Dietitians and Nutritionists,300,59850,59930,43350,68100
1,36,New York State,53-4031,Railroad Conductors and Yardmasters,6970,64810,60750,49540,72450
1,36,New York State,49-9041,Industrial Machinery Mechanics,10390,57810,54590,40000,66710
10,5,Long Island Region,51-9083,Ophthalmic Laboratory Technicians,300,35040,31400,24660,40240
10,8,North Country Region,43-9022,Word Processors and Typists,570,35980,35440,27950,40000
10,6,Mohawk Valley Region,13-1151,Training and Development Specialists,330,58810,54050,38430,68990
10,8,North Country Region,29-1124,Radiation Therapists,20,83900,82110,70730,90480
10,6,Mohawk Valley Region,21-2021," Directors, Religious Activities and Education",,30190,30970,21632,34570
10,7,New York City Region,51-4041,Machinists,980,49100,45800,32880,57220
10,1,Capital Region,51-6021," Pressers, Textile, Garment, and Related Materials",120,29180,28320,22810,32360
10,2,Central New York Region,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,73010,72060,58810,80110
10,10,Western New York Region,49-9099,"Installation, Maintenance, and Repair Workers, All Other",420,42300,41360,26820,50040
10,1,Capital Region,51-0000,Production Occupations,22520,42400,38470,25980,50600
10,6,Mohawk Valley Region,49-3093,Tire Repairers and Changers,,28370,28240,24850,30130
10,8,North Country Region,49-3023,Automotive Service Technicians and Mechanics,920,35790,34380,23390,41990
10,4,Hudson Valley Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",260,35650,34830,24140,41400
10,3,Finger Lakes Region,47-2051,Cement Masons and Concrete Finishers,460,48960,43720,32650,57120
10,1,Capital Region,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",100,36620,34210,28650,40610
10,7,New York City Region,23-2091,Court Reporters,600,98590,107130,71120,112320
10,8,North Country Region,15-1141,Database Administrators,40,58860,56540,37950,69320
10,9,Southern Tier Region,49-3023,Automotive Service Technicians and Mechanics,1660,36580,34130,23180,43280
10,4,Hudson Valley Region,53-6099," Transportation Workers, All Other",,43960,40480,36240,47820
10,4,Hudson Valley Region,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,24690,23390,21930,26070
10,5,Long Island Region,45-0000,"Farming, Fishing, and Forestry Occupations",360,31950,25870,22880,36910
10,10,Western New York Region,31-9093,Medical Equipment Preparers,200,36470,36160,29420,40000
10,10,Western New York Region,41-9011,Demonstrators and Product Promoters,170,31990,25390,22710,36630
10,1,Capital Region,11-2021,Marketing Managers,370,158390,145630,87150,194010
10,6,Mohawk Valley Region,33-1012,First-Line Supervisors of Police and Detectives,210,86710,80220,62950,98590
10,2,Central New York Region,11-2031,Public Relations and Fundraising Managers,90,119960,111720,69010,145440
10,4,Hudson Valley Region,27-2023," Umpires, Referees, and Other Sports Officials",,32550,24320,21632,38580
10,5,Long Island Region,33-9091,Crossing Guards,1220,35280,31360,22880,42470
1,36,New York State,27-1023,Floral Designers,2390,33010,30930,23280,37870
10,8,North Country Region,17-3023,Electrical and Electronic Engineering Technicians,50,70940,67270,52180,80320
10,6,Mohawk Valley Region,11-3021,Computer and Information Systems Managers,170,123440,118710,80400,144960
10,1,Capital Region,33-9093,Transportation Security Screeners,150,38590,38170,34210,40780
1,36,New York State,19-4031,Chemical Technicians,2880,52440,48310,32620,62350
10,5,Long Island Region,51-4041,Machinists,2150,51700,48980,33180,60960
10,10,Western New York Region,21-1021," Child, Family, and School Social Workers",1570,49720,43940,33290,57940
10,1,Capital Region,43-5071," Shipping, Receiving, and Traffic Clerks",1720,35940,34830,26200,40810
10,7,New York City Region,19-2012,Physicists,,123810,81560,54930,158250
10,3,Finger Lakes Region,47-2152," Plumbers, Pipefitters, and Steamfitters",1500,60900,63160,39420,71650
10,3,Finger Lakes Region,11-3131,Training and Development Managers,270,112100,103610,78550,128870
10,9,Southern Tier Region,23-2091,Court Reporters,,73900,71940,42360,89670
10,9,Southern Tier Region,17-2051,Civil Engineers,440,82710,79870,63210,92450
10,3,Finger Lakes Region,33-3021,Detectives and Criminal Investigators,400,83250,84130,56690,96520
10,2,Central New York Region,23-2011,Paralegals and Legal Assistants,610,49570,47280,33380,57670
10,1,Capital Region,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,45490,37400,30580,52940
10,3,Finger Lakes Region,21-1013,Marriage and Family Therapists,,47850,48490,42020,50760
10,1,Capital Region,17-3019," Drafters, All Other",60,53020,53570,39090,59980
10,1,Capital Region,25-1022," Mathematical Science Teachers, Postsecondary",250,75480,60800,43580,91430
10,9,Southern Tier Region,25-1052," Chemistry Teachers, Postsecondary",130,114600,107280,58690,142550
10,1,Capital Region,43-1011,First-Line Supervisors of Office and Administrative Support Workers,6310,63050,58870,39960,74600
10,7,New York City Region,47-2131," Insulation Workers, Floor, Ceiling, and Wall",,43070,43540,26840,51180
10,7,New York City Region,27-2032,Choreographers,,103640,63120,56580,127170
10,6,Mohawk Valley Region,43-1011,First-Line Supervisors of Office and Administrative Support Workers,1990,53790,51660,36490,62440
1,36,New York State,51-8013,Power Plant Operators,1820,83610,86320,55960,97430
10,8,North Country Region,27-3022,Reporters and Correspondents,30,37100,36210,28440,41430
10,3,Finger Lakes Region,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,180,45700,41810,28710,54190
10,5,Long Island Region,53-7061,Cleaners of Vehicles and Equipment,3510,28060,22990,22880,31640
10,9,Southern Tier Region,13-2011,Accountants and Auditors,1540,72150,64100,47960,84250
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,34240,33250,25760,38480
10,2,Central New York Region,21-1093,Social and Human Service Assistants,1750,32940,30290,25560,36630
10,4,Hudson Valley Region,51-9083,Ophthalmic Laboratory Technicians,710,38080,37990,27180,43530
10,4,Hudson Valley Region,29-2056,Veterinary Technologists and Technicians,730,46190,43420,32600,52990
10,3,Finger Lakes Region,33-9091,Crossing Guards,160,27660,25140,22780,30110
10,2,Central New York Region,35-2021,Food Preparation Workers,2280,25060,22810,21632,27150
10,7,New York City Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",93020,37280,34570,24960,44160
10,10,Western New York Region,17-1022,Surveyors,120,69800,66520,49930,79740
10,6,Mohawk Valley Region,29-2099," Health Technologists and Technicians, All Other",50,56970,48060,32490,69220
1,36,New York State,29-2057,Ophthalmic Medical Technicians,2470,40080,38220,30640,44790
10,8,North Country Region,29-2041,Emergency Medical Technicians and Paramedics,210,38420,37240,31110,42080
10,7,New York City Region,25-1011," Business Teachers, Postsecondary",3360,123610,98850,47580,161620
10,6,Mohawk Valley Region,25-1194," Vocational Education Teachers, Postsecondary",120,55770,53850,41810,62740
10,4,Hudson Valley Region,21-1019," Counselors, All Other",100,52480,49880,36230,60600
10,4,Hudson Valley Region,49-9062,Medical Equipment Repairers,410,76130,83370,43440,92470
1,36,New York State,43-5071," Shipping, Receiving, and Traffic Clerks",29660,36920,34140,24950,42910
10,7,New York City Region,43-4151,Order Clerks,2380,38680,36060,24960,45710
10,10,Western New York Region,41-9099," Sales and Related Workers, All Other",200,31960,24050,21632,37190
1,36,New York State,19-1022,Microbiologists,910,80300,73430,50380,95260
1,36,New York State,53-2022,Airfield Operations Specialists,410,60230,57380,39500,70590
10,4,Hudson Valley Region,13-1031," Claims Adjusters, Examiners, and Investigators",1020,69620,67770,48100,80380
1,36,New York State,25-2023,"Career/Technical  Education Teachers, Middle School",1630,80400,75740,50470,95370
10,9,Southern Tier Region,21-1029,"Social Workers, All Other",430,54140,53610,41260,60580
10,9,Southern Tier Region,19-1029," Biological Scientists, All Other",,80060,67260,47450,96370
10,2,Central New York Region,31-9011,Massage Therapists,80,61200,40030,31150,76230
10,9,Southern Tier Region,51-9081,Dental Laboratory Technicians,,37910,33510,24640,44540
10,3,Finger Lakes Region,33-9021,Private Detectives and Investigators,,43600,41930,34190,48310
10,5,Long Island Region,23-1011,Lawyers,8350,136570,115470,70940,169380
10,2,Central New York Region,13-2072,Loan Officers,500,80830,61280,35850,103310
10,9,Southern Tier Region,15-0000,Computer and Mathematical Occupations,5470,83640,77630,49250,100840
10,9,Southern Tier Region,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,67010,66540,50160,75440
10,1,Capital Region,15-1143,Computer Network Architects,330,103150,98940,72720,118370
10,7,New York City Region,39-9031,Fitness Trainers and Aerobics Instructors,10510,73300,69990,35900,92000
10,5,Long Island Region,13-2052,Personal Financial Advisors,1740,108820,88820,47090,139680
10,2,Central New York Region,19-3051,Urban and Regional Planners,50,69050,69550,49700,78730
10,9,Southern Tier Region,25-1199,"Postsecondary Teachers, All Other",,141190,123690,73280,175150
10,7,New York City Region,51-7021,Furniture Finishers,,45820,40940,34490,51480
10,8,North Country Region,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",860,53880,46220,28620,66500
10,9,Southern Tier Region,37-3013,Tree Trimmers and Pruners,,43020,39950,33690,47690
10,1,Capital Region,51-5113,Print Binding and Finishing Workers,190,35230,34310,23390,41140
10,9,Southern Tier Region,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,56120,59940,48100,60140
10,4,Hudson Valley Region,19-1012,Food Scientists and Technologists,,63890,49460,38300,76690
10,4,Hudson Valley Region,51-3099," Food Processing Workers, All Other",,25370,23040,21632,27730
10,6,Mohawk Valley Region,25-3098,Substitute teachers,1380,29800,27890,22560,33420
10,3,Finger Lakes Region,27-1027,Set and Exhibit Designers,,67610,60940,45810,78510
10,7,New York City Region,39-9041,Residential Advisors,3040,37430,33990,25420,43430
10,2,Central New York Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",120,32510,31810,23200,37170
10,6,Mohawk Valley Region,31-9011,Massage Therapists,100,49990,48960,30150,59910
10,1,Capital Region,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",80,65670,51590,44500,76250
1,36,New York State,47-3016,Helpers--Roofers,,26920,25860,23290,28730
10,3,Finger Lakes Region,27-1029," Designers, All Other",,73030,68930,48610,85250
10,3,Finger Lakes Region,53-7011,Conveyor Operators and Tenders,170,32690,29880,24130,36970
10,1,Capital Region,11-3131,Training and Development Managers,180,112130,105200,78900,128740
10,3,Finger Lakes Region,19-0000,"Life, Physical, and Social Science Occupations",3310,65200,58540,35770,79910
10,9,Southern Tier Region,19-4011,Agricultural and Food Science Technicians,730,56360,52470,38230,65430
10,5,Long Island Region,11-9121,Natural Sciences Managers,150,153610,141650,88710,186060
10,8,North Country Region,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,74400,70830,43750,89730
10,6,Mohawk Valley Region,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1360,71230,65920,50200,81740
10,6,Mohawk Valley Region,13-1020,Buyers and Purchasing Agents,400,61220,56440,39760,71960
10,8,North Country Region,43-2011,"Switchboard Operators, Including Answering Service",80,28950,28560,23160,31840
10,10,Western New York Region,41-9041,Telemarketers,950,31630,24480,22570,36160
10,4,Hudson Valley Region,51-8012,Power Distributors and Dispatchers,,105820,107770,85950,115750
10,3,Finger Lakes Region,37-3011,Landscaping and Groundskeeping Workers,3640,32060,30260,24030,36080
10,2,Central New York Region,33-9091,Crossing Guards,140,22920,21632,21632,23980
10,3,Finger Lakes Region,35-3031,Waiters and Waitresses,9160,29500,26740,21632,33660
10,2,Central New York Region,51-9151,Photographic Process Workers and Processing Machine Operators,,35440,30590,23100,41610
10,4,Hudson Valley Region,43-5081,Stock Clerks and Order Fillers,16840,29150,25010,21970,32740
10,3,Finger Lakes Region,21-1094,Community Health Workers,260,41100,37680,29340,46980
10,10,Western New York Region,11-9141,"Property, Real Estate, and Community Association Managers",290,99250,77170,54710,121520
10,8,North Country Region,51-5112,Printing Press Operators,160,35720,33960,25690,40740
10,4,Hudson Valley Region,29-2053,Psychiatric Technicians,300,40200,36880,32720,43940
10,2,Central New York Region,53-5021,"Captains, Mates, and Pilots of Water Vessels",,54460,55100,35620,63880
